R (m),Z (m),Psi (normalized to 1 at LCFS),Ne (m^-3),Te (eV),Bz (T)
0,0.71177,0,3.00E+19,609.86,4.1858
0,0.71327,0,3.00E+19,609.86,4.2242
0,0.71477,0,3.00E+19,609.85,4.2626
0,0.71627,0,3.00E+19,609.85,4.301
0,0.71777,0,3.00E+19,609.85,4.3398
0,0.71927,0,3.00E+19,609.85,4.3809
0,0.72077,0,3.00E+19,609.85,4.4219
0,0.72227,0,3.00E+19,609.85,4.463
0,0.72377,0,3.00E+19,609.85,4.5041
0,0.72527,0,3.00E+19,609.85,4.5458
0,0.72677,0,3.00E+19,609.85,4.5887
0,0.72827,0,3.00E+19,609.85,4.6317
0,0.72977,0,3.00E+19,609.84,4.6747
0,0.73127,0,3.00E+19,609.84,4.7176
0,0.73277,0,3.00E+19,609.84,4.7621
0,0.73427,0,3.00E+19,609.84,4.8081
0,0.73577,0,3.00E+19,609.83,4.8542
0,0.73727,0,3.00E+19,609.83,4.9002
0,0.73877,0,3.00E+19,609.83,4.9462
0,0.74027,0,3.00E+19,609.83,4.9933
0,0.74177,0,3.00E+19,609.83,5.0409
0,0.74327,0,3.00E+19,609.82,5.0885
0,0.74477,0,3.00E+19,609.82,5.1361
0,0.74627,0,3.00E+19,609.82,5.1837
0,0.74777,0,3.00E+19,609.82,5.2348
0,0.74927,0,3.00E+19,609.82,5.2867
0,0.75077,0,3.00E+19,609.81,5.3386
0,0.75227,0,3.00E+19,609.81,5.3905
0,0.75377,0,3.00E+19,609.81,5.4423
0,0.75527,0,3.00E+19,609.81,5.4961
0,0.75677,0,3.00E+19,609.81,5.5498
0,0.75827,0,3.00E+19,609.8,5.6036
0,0.75977,0,3.00E+19,609.8,5.6573
0,0.76127,0,3.00E+19,609.8,5.7118
0,0.76277,0,3.00E+19,609.8,5.7702
0,0.76427,0,3.00E+19,609.8,5.8286
0,0.76577,0,3.00E+19,609.79,5.887
0,0.76727,0,3.00E+19,609.79,5.9454
0,0.76877,0,3.00E+19,609.79,6.0047
0,0.77027,0,3.00E+19,609.79,6.0659
0,0.77177,0,3.00E+19,609.79,6.1271
0,0.77327,0,3.00E+19,609.78,6.1883
0,0.77477,0,3.00E+19,609.78,6.2495
0,0.77627,0,3.00E+19,609.78,6.3128
0,0.77777,0,3.00E+19,609.78,6.3785
0,0.77927,0,3.00E+19,609.77,6.4441
0,0.78077,0,3.00E+19,609.77,6.5098
0,0.78227,0,3.00E+19,609.77,6.5754
0,0.78377,0,3.00E+19,609.77,6.6439
0,0.78527,0,3.00E+19,609.77,6.7137
0,0.78677,0,3.00E+19,609.76,6.7836
0,0.78827,0,3.00E+19,609.76,6.8535
0,0.78977,0,3.00E+19,609.76,6.9234
0,0.79127,0,3.00E+19,609.76,6.9972
0,0.79277,0,3.00E+19,609.76,7.0718
0,0.79427,0,3.00E+19,609.75,7.1464
0,0.79577,0,3.00E+19,609.75,7.221
0,0.79727,0,3.00E+19,609.75,7.2956
0,0.79877,0,3.00E+19,609.75,7.3761
0,0.80027,0,3.00E+19,609.75,7.4567
0,0.80177,0,3.00E+19,609.74,7.5372
0,0.80327,0,3.00E+19,609.74,7.6177
0,0.80477,0,3.00E+19,609.74,7.699
0,0.80627,0,3.00E+19,609.74,7.7843
0,0.80777,0,3.00E+19,609.73,7.8695
0,0.80927,0,3.00E+19,609.73,7.9547
0,0.81077,0,3.00E+19,609.72,8.04
0,0.81227,0,3.00E+19,609.72,8.1277
0,0.81377,0,3.00E+19,609.72,8.2206
0,0.81527,0,3.00E+19,609.72,8.3135
0,0.81677,0,3.00E+19,609.71,8.4063
0,0.81827,0,3.00E+19,609.71,8.4992
0,0.81977,0,3.00E+19,609.71,8.5942
0,0.82127,0,3.00E+19,609.7,8.6912
0,0.82277,0,3.00E+19,609.7,8.7883
0,0.82427,0,3.00E+19,609.7,8.8853
0,0.82577,0,3.00E+19,609.69,8.9824
0,0.82727,0,3.00E+19,609.69,9.087
0,0.82877,0,3.00E+19,609.68,9.1954
0,0.83027,0,3.00E+19,609.68,9.3038
0,0.83177,0,3.00E+19,609.67,9.4121
0,0.83327,0,3.00E+19,609.67,9.5205
0,0.83477,0,3.00E+19,609.67,9.6332
0,0.83627,0,3.00E+19,609.66,9.7468
0,0.83777,0,3.00E+19,609.66,9.8604
0,0.83927,0,3.00E+19,609.65,9.9739
0,0.84077,0,3.00E+19,609.65,10.088
0,0.84227,0,3.00E+19,609.65,10.215
0,0.84377,0,3.00E+19,609.64,10.342
0,0.84527,0,3.00E+19,609.64,10.469
0,0.84677,0,3.00E+19,609.63,10.596
0,0.84827,0,3.00E+19,609.63,10.724
0,0.84977,0,3.00E+19,609.63,10.857
0,0.85127,0,3.00E+19,609.62,10.991
0,0.85277,0,3.00E+19,609.62,11.124
0,0.85427,0,3.00E+19,609.61,11.258
0,0.85577,0,3.00E+19,609.61,11.395
0,0.85727,0,3.00E+19,609.6,11.538
0,0.85877,0,3.00E+19,609.6,11.682
0,0.86027,0,3.00E+19,609.6,11.826
0,0.86177,0,3.00E+19,609.59,11.97
0,0.86327,0,3.00E+19,609.59,12.117
0,0.86477,0,3.00E+19,609.58,12.267
0,0.86627,0,3.00E+19,609.57,12.417
0,0.86777,0,3.00E+19,609.57,12.567
0,0.86927,0,3.00E+19,609.56,12.718
0,0.87077,0,3.00E+19,609.56,12.872
0,0.87227,0,3.00E+19,609.55,13.029
0,0.87377,0,3.00E+19,609.55,13.185
0,0.87527,0,3.00E+19,609.54,13.342
0,0.87677,0,3.00E+19,609.54,13.499
0,0.87827,0,3.00E+19,609.53,13.655
0,0.87977,0,3.00E+19,609.53,13.812
0,0.88127,0,3.00E+19,609.52,13.969
0,0.88277,0,3.00E+19,609.52,14.126
0,0.88427,0,3.00E+19,609.51,14.283
0,0.88577,0,3.00E+19,609.51,14.437
0,0.88727,0,3.00E+19,609.5,14.591
0,0.88877,0,3.00E+19,609.5,14.745
0,0.89027,0,3.00E+19,609.49,14.899
0,0.89177,0,3.00E+19,609.49,15.051
0,0.89327,0,3.00E+19,609.48,15.191
0,0.89477,0,3.00E+19,609.48,15.332
0,0.89627,0,3.00E+19,609.47,15.472
0,0.89777,0,3.00E+19,609.46,15.613
0,0.89927,0,3.00E+19,609.46,15.75
0,0.90077,0,3.00E+19,609.45,15.88
0,0.90227,0,3.00E+19,609.45,16.011
0,0.90377,0,3.00E+19,609.45,16.141
0,0.90527,0,3.00E+19,609.44,16.272
0,0.90677,0,3.00E+19,609.44,16.388
0,0.90827,0,3.00E+19,609.43,16.491
0,0.90977,0,3.00E+19,609.43,16.594
0,0.91127,0,3.00E+19,609.43,16.697
0,0.91277,0,3.00E+19,609.42,16.8
0,0.91427,0,3.00E+19,609.42,16.896
0,0.91577,0,3.00E+19,609.42,16.987
0,0.91727,0,3.00E+19,609.41,17.079
0,0.91877,0,3.00E+19,609.41,17.171
0,0.92027,0,3.00E+19,609.41,17.262
0,0.92177,0,3.00E+19,609.41,17.32
0,0.92327,0,3.00E+19,609.41,17.373
0,0.92477,0,3.00E+19,609.4,17.425
0,0.92627,0,3.00E+19,609.4,17.477
